,sigma,function,mae_nn_interp.,mae_nn_extrap.,mae_mdl_interp.,mae_mdl_extrap.,rmse_nn_interp.,rmse_nn_extrap.,rmse_mdl_interp.,rmse_mdl_extrap.,r
79,0.08,7,0.015587375336647946,0.04773751431506363,0.020157923371625038,0.012830641112750875,0.01822396565257352,0.050020016365589365,0.030669654022030982,0.015258096865473853,1
80,0.08,7,0.021169151218340107,0.07738863614715633,0.01779850781086482,0.09618817136849837,0.023686436801991756,0.09211371589987387,0.021986228122997765,0.10303169270370861,2
81,0.1,7,0.022716232844272696,0.22372392267353833,0.021749643267828887,0.01867128210105682,0.02721685692331036,0.24043262689178088,0.02851235467105163,0.023562487657494042,0
82,0.1,7,0.005880520854577314,0.03996407729016165,0.020569827268627952,0.011183660021990234,0.007125162257276414,0.045344461319064486,0.02657889556868951,0.013780733785586636,1
83,0.1,7,0.007900378385507717,0.02448634643609545,0.014937416452164598,0.029474783670612726,0.008828296573572786,0.024808040098432613,0.017269785276599715,0.037964589408631184,2
84,0.12,7,0.059615147941921076,0.15014616839001724,0.027039293823312105,0.07832582653355508,0.06920623727472408,0.1538275446870204,0.03326328856421316,0.09092121875619004,0
85,0.12,7,0.050745508256232835,0.16587171785099275,0.07886005183999857,0.2162621471089367,0.0634875307911592,0.18506566463752866,0.09025341950844169,0.21699587496823192,1
86,0.12,7,0.06086939542746929,0.1452302887440977,0.025695841821789644,0.03811647814223002,0.06497522371110492,0.15797935920178102,0.029038121707522454,0.038900882882867215,2
87,0.14,7,0.024694727942653573,0.07813989102476991,0.0218345003660576,0.014546140558455356,0.038054166039372214,0.08391479142904988,0.03585531426152446,0.01809243830581317,0
88,0.14,7,0.02739480530024176,0.1308996006462542,0.08118580423458488,0.1966846471840822,0.030480788490671453,0.1372983410636847,0.09019735602372829,0.19749112364607194,1
89,0.14,7,0.028204917882379874,0.030919202019473468,0.023682371604959587,0.252496754093534,0.03401770372050112,0.0356015874176317,0.033500357471939156,0.2688854385903082,2
90,0.16,7,0.06613219575312686,0.34516787584085235,0.026064991346868096,0.05063981632067001,0.07430998852277161,0.36934888646381603,0.03675939702346787,0.0545999946962776,0
91,0.16,7,0.023794928712153038,0.12468088850016205,0.02194150475913162,0.02076763796788363,0.028046520762487405,0.13721821093660322,0.028742180854575534,0.02544437766665008,1
92,0.16,7,0.053944463002064055,0.35406995916602596,0.025129719039115376,0.029188594332688434,0.06219796715770483,0.37207922851919023,0.030515319403905068,0.033031935567603886,2
93,0.18,7,0.020068118665210213,0.05231474480421054,0.020644572229931633,0.017153756693389047,0.0228570201992967,0.06440561407755487,0.02794179557369151,0.022356126696728564,0
94,0.18,7,0.02954068385629499,0.1579026013789612,0.02526341969555358,0.048225136094098675,0.03285714491228292,0.1781084576392188,0.03623379276055196,0.052264162009682015,1
95,0.18,7,0.1481783965551655,1.0816546401229548,0.07931544231125452,0.21062153366206648,0.2148306733429037,1.1084335251152055,0.08980062554983397,0.21137484221927208,2
96,0.2,7,0.030634970640574112,0.05193489623383418,0.07872905403499568,0.24250223002933174,0.03641369613969036,0.06266239303850443,0.09675482677373898,0.2431567910839837,0
97,0.2,7,0.08045798001456823,0.13456640624487032,0.045773476781911675,0.09688747313908046,0.0916990354095016,0.14388768473680594,0.049749422693677485,0.09965714806189517,1
98,0.2,7,0.12318037193303585,0.46638360828760494,0.08088836187420981,0.19849709839369806,0.14067039439386095,0.4822401099037322,0.09002389314080661,0.19929624068651827,2
99,0.0,8,0.009443098767837116,0.011297593160819725,5.824212152275545e-17,1.0700944815664159e-16,0.013619116002096417,0.011368363789039777,1.3167681557652036e-16,2.312184225752156e-16,0
100,0.0,8,0.00847384417432836,0.019279462526323777,5.824212152275545e-17,1.0700944815664159e-16,0.012829425629387098,0.025607975742693648,1.3167681557652036e-16,2.312184225752156e-16,1
101,0.0,8,0.010259394700982543,0.034027142197876836,5.824212152275545e-17,1.0700944815664159e-16,0.014876169373444336,0.03724413695087263,1.3167681557652036e-16,2.312184225752156e-16,2
